년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면
2022,종로구,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,3 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,4 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,5 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,6 ,1 ,1 ,0 ,0 ,4 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,7 ,1 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
2022,종로구,8 ,0 ,0 ,1 ,0 ,6 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
2022,종로구,9 ,0 ,2 ,1 ,1 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,10 ,0 ,0 ,2 ,1 ,4 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,11 ,0 ,0 ,2 ,0 ,2 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,12 ,0 ,2 ,1 ,1 ,6 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,13 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,14 ,2 ,2 ,3 ,1 ,9 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,15 ,0 ,1 ,1 ,3 ,3 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,16 ,3 ,4 ,0 ,4 ,5 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2022,종로구,17 ,1 ,2 ,1 ,2 ,9 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,18 ,1 ,2 ,3 ,1 ,6 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2022,종로구,19 ,2 ,2 ,2 ,0 ,9 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,20 ,2 ,0 ,7 ,1 ,11 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,21 ,2 ,3 ,2 ,4 ,9 ,0 ,1 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,22 ,1 ,2 ,2 ,0 ,9 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,23 ,2 ,1 ,4 ,1 ,4 ,0 ,0 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
2022,종로구,24 ,3 ,3 ,2 ,4 ,12 ,1 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,1 ,0 
2022,종로구,25 ,6 ,1 ,2 ,1 ,12 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2022,종로구,26 ,1 ,2 ,2 ,3 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,27 ,4 ,1 ,2 ,2 ,7 ,1 ,0 ,4 ,0 ,1 ,0 ,0 ,1 ,0 ,1 
2022,종로구,28 ,2 ,3 ,3 ,0 ,9 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,29 ,5 ,1 ,3 ,1 ,6 ,1 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,30 ,6 ,5 ,9 ,0 ,6 ,2 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,31 ,3 ,2 ,6 ,1 ,8 ,1 ,1 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,32 ,2 ,2 ,5 ,2 ,8 ,3 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,33 ,7 ,1 ,2 ,1 ,10 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,34 ,4 ,1 ,5 ,1 ,8 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2022,종로구,35 ,5 ,0 ,1 ,1 ,9 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,36 ,11 ,0 ,8 ,2 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,37 ,7 ,2 ,5 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,38 ,15 ,0 ,4 ,2 ,6 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
2022,종로구,39 ,11 ,0 ,1 ,1 ,8 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
2022,종로구,40 ,9 ,3 ,3 ,3 ,11 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,41 ,17 ,2 ,6 ,3 ,8 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,42 ,13 ,1 ,10 ,5 ,3 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,43 ,13 ,2 ,4 ,2 ,3 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
2022,종로구,44 ,11 ,1 ,4 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
2022,종로구,45 ,11 ,2 ,2 ,2 ,5 ,8 ,3 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
2022,종로구,46 ,25 ,4 ,8 ,1 ,5 ,2 ,3 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 
2022,종로구,47 ,24 ,3 ,5 ,0 ,4 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
2022,종로구,48 ,19 ,6 ,4 ,5 ,3 ,9 ,4 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,49 ,28 ,6 ,4 ,5 ,10 ,6 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
2022,종로구,50 ,29 ,3 ,8 ,5 ,6 ,5 ,9 ,0 ,2 ,1 ,0 ,0 ,1 ,0 ,0 
2022,종로구,51 ,30 ,2 ,12 ,6 ,4 ,4 ,4 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
2022,종로구,52 ,36 ,10 ,12 ,3 ,8 ,9 ,3 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
2022,종로구,53 ,32 ,3 ,7 ,3 ,5 ,14 ,3 ,1 ,3 ,0 ,0 ,0 ,0 ,1 ,0 
2022,종로구,54 ,41 ,4 ,15 ,6 ,13 ,18 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2022,종로구,55 ,57 ,9 ,7 ,8 ,1 ,8 ,7 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 
2022,종로구,56 ,35 ,9 ,8 ,7 ,7 ,9 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
2022,종로구,57 ,46 ,10 ,6 ,6 ,7 ,9 ,4 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 
2022,종로구,58 ,50 ,9 ,11 ,9 ,7 ,9 ,5 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 
2022,종로구,59 ,48 ,7 ,12 ,11 ,3 ,10 ,3 ,0 ,2 ,0 ,0 ,4 ,2 ,0 ,1 
2022,종로구,60 ,58 ,12 ,12 ,13 ,4 ,5 ,7 ,0 ,1 ,0 ,2 ,2 ,0 ,0 ,0 
2022,종로구,61 ,52 ,6 ,12 ,11 ,3 ,10 ,7 ,0 ,1 ,1 ,1 ,3 ,1 ,0 ,0 
2022,종로구,62 ,58 ,14 ,19 ,10 ,7 ,8 ,9 ,0 ,1 ,0 ,1 ,2 ,0 ,0 ,1 
2022,종로구,63 ,67 ,10 ,20 ,12 ,5 ,8 ,6 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,0 
2022,종로구,64 ,50 ,20 ,17 ,8 ,4 ,7 ,3 ,0 ,1 ,0 ,1 ,3 ,0 ,0 ,0 
2022,종로구,65 ,56 ,21 ,14 ,16 ,2 ,8 ,6 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,0 
2022,종로구,66 ,58 ,26 ,9 ,14 ,3 ,4 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,67 ,80 ,21 ,16 ,17 ,2 ,3 ,6 ,0 ,6 ,1 ,1 ,0 ,0 ,1 ,1 
2022,종로구,68 ,55 ,17 ,10 ,16 ,0 ,6 ,11 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,0 
2022,종로구,69 ,60 ,20 ,5 ,15 ,2 ,2 ,4 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 
2022,종로구,70 ,71 ,14 ,14 ,18 ,1 ,6 ,7 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
2022,종로구,71 ,48 ,11 ,18 ,13 ,1 ,4 ,5 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 
2022,종로구,72 ,61 ,14 ,10 ,10 ,0 ,3 ,7 ,0 ,3 ,0 ,2 ,2 ,0 ,0 ,0 
2022,종로구,73 ,54 ,18 ,12 ,12 ,2 ,1 ,6 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 
2022,종로구,74 ,64 ,19 ,11 ,17 ,0 ,0 ,11 ,0 ,1 ,0 ,1 ,2 ,0 ,0 ,0 
2022,종로구,75 ,77 ,32 ,21 ,16 ,2 ,3 ,10 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 
2022,종로구,76 ,53 ,22 ,24 ,10 ,1 ,0 ,2 ,0 ,0 ,1 ,2 ,2 ,0 ,0 ,0 
2022,종로구,77 ,51 ,33 ,14 ,9 ,0 ,1 ,5 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,0 
2022,종로구,78 ,67 ,27 ,23 ,12 ,0 ,2 ,10 ,0 ,0 ,0 ,2 ,1 ,1 ,1 ,0 
2022,종로구,79 ,63 ,37 ,23 ,16 ,1 ,1 ,5 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 
2022,종로구,80 ,104 ,50 ,25 ,20 ,0 ,2 ,1 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 
2022,종로구,81 ,67 ,39 ,8 ,26 ,0 ,1 ,10 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,82 ,46 ,41 ,11 ,11 ,0 ,0 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,83 ,52 ,40 ,18 ,15 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 
2022,종로구,84 ,51 ,33 ,15 ,14 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,85 ,50 ,35 ,10 ,12 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,86 ,38 ,24 ,4 ,11 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,87 ,37 ,26 ,9 ,6 ,0 ,0 ,4 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,88 ,29 ,33 ,6 ,5 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,89 ,15 ,22 ,3 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,90 ,12 ,23 ,5 ,3 ,0 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 
2022,종로구,91 ,14 ,12 ,1 ,4 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,종로구,92 ,10 ,10 ,5 ,5 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,93 ,6 ,15 ,4 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,94 ,6 ,6 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,95 ,2 ,7 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,96 ,1 ,7 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,97 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,98 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,99 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,100 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,종로구,106 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2022,중구,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,4 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,5 ,0 ,1 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
2022,중구,6 ,0 ,1 ,0 ,2 ,1 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,7 ,0 ,1 ,0 ,2 ,2 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,8 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,9 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,10 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,11 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,12 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,중구,13 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,14 ,1 ,1 ,1 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,15 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,16 ,1 ,1 ,0 ,0 ,2 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,17 ,0 ,0 ,1 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,18 ,1 ,0 ,0 ,2 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,19 ,0 ,2 ,1 ,0 ,3 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,20 ,0 ,0 ,1 ,1 ,5 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,21 ,1 ,0 ,0 ,1 ,5 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,22 ,3 ,0 ,2 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2022,중구,23 ,1 ,0 ,1 ,0 ,5 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,24 ,1 ,1 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,25 ,3 ,0 ,2 ,3 ,7 ,2 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,26 ,4 ,0 ,0 ,0 ,11 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2022,중구,27 ,4 ,1 ,3 ,1 ,12 ,3 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,28 ,2 ,0 ,2 ,0 ,14 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,29 ,4 ,1 ,4 ,1 ,7 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,30 ,4 ,1 ,3 ,2 ,10 ,2 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,31 ,8 ,3 ,4 ,0 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,32 ,2 ,0 ,1 ,1 ,5 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
2022,중구,33 ,5 ,1 ,3 ,3 ,8 ,5 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,34 ,2 ,0 ,6 ,1 ,7 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
2022,중구,35 ,10 ,0 ,4 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,36 ,7 ,1 ,3 ,2 ,6 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
2022,중구,37 ,11 ,0 ,4 ,0 ,1 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
2022,중구,38 ,10 ,0 ,3 ,3 ,3 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,39 ,8 ,1 ,5 ,1 ,8 ,6 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
2022,중구,40 ,10 ,3 ,6 ,1 ,2 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,41 ,16 ,3 ,10 ,2 ,9 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
2022,중구,42 ,16 ,2 ,5 ,0 ,10 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
2022,중구,43 ,9 ,2 ,6 ,4 ,6 ,3 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 
2022,중구,44 ,17 ,1 ,5 ,2 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 
2022,중구,45 ,13 ,1 ,3 ,1 ,6 ,7 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
2022,중구,46 ,15 ,1 ,4 ,9 ,5 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,47 ,22 ,5 ,5 ,2 ,3 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2022,중구,48 ,23 ,3 ,4 ,7 ,7 ,2 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
2022,중구,49 ,14 ,4 ,6 ,5 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 
2022,중구,50 ,31 ,3 ,5 ,3 ,4 ,8 ,6 ,0 ,0 ,1 ,0 ,2 ,2 ,0 ,0 
2022,중구,51 ,25 ,3 ,10 ,4 ,3 ,2 ,6 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
2022,중구,52 ,18 ,7 ,14 ,7 ,6 ,8 ,5 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 
2022,중구,53 ,35 ,5 ,13 ,5 ,6 ,8 ,7 ,0 ,1 ,0 ,0 ,2 ,1 ,0 ,0 
2022,중구,54 ,38 ,4 ,11 ,3 ,2 ,5 ,1 ,0 ,0 ,0 ,1 ,2 ,1 ,0 ,0 
2022,중구,55 ,51 ,8 ,8 ,10 ,2 ,4 ,5 ,0 ,0 ,1 ,0 ,2 ,1 ,0 ,0 
2022,중구,56 ,38 ,8 ,10 ,9 ,5 ,2 ,7 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 
2022,중구,57 ,46 ,5 ,9 ,4 ,4 ,4 ,7 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 
2022,중구,58 ,41 ,4 ,7 ,4 ,3 ,5 ,6 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 
2022,중구,59 ,53 ,6 ,10 ,12 ,4 ,11 ,4 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 
2022,중구,60 ,58 ,13 ,17 ,12 ,3 ,10 ,4 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,0 
2022,중구,61 ,67 ,23 ,12 ,5 ,0 ,5 ,7 ,0 ,0 ,1 ,2 ,1 ,1 ,0 ,0 
2022,중구,62 ,76 ,15 ,16 ,10 ,10 ,6 ,8 ,0 ,2 ,1 ,1 ,1 ,0 ,1 ,0 
2022,중구,63 ,58 ,11 ,20 ,11 ,1 ,10 ,9 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 
2022,중구,64 ,60 ,19 ,10 ,8 ,3 ,7 ,14 ,0 ,2 ,2 ,3 ,1 ,0 ,0 ,0 
2022,중구,65 ,68 ,18 ,11 ,10 ,0 ,5 ,6 ,0 ,2 ,2 ,0 ,4 ,0 ,1 ,0 
2022,중구,66 ,74 ,26 ,16 ,15 ,3 ,7 ,8 ,0 ,2 ,1 ,2 ,0 ,0 ,0 ,0 
2022,중구,67 ,88 ,14 ,17 ,18 ,2 ,7 ,5 ,0 ,0 ,2 ,2 ,0 ,1 ,1 ,0 
2022,중구,68 ,64 ,20 ,24 ,19 ,2 ,6 ,11 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,1 
2022,중구,69 ,48 ,17 ,17 ,13 ,0 ,3 ,4 ,0 ,1 ,1 ,2 ,1 ,1 ,0 ,0 
2022,중구,70 ,59 ,18 ,14 ,19 ,1 ,2 ,6 ,0 ,2 ,0 ,1 ,2 ,0 ,0 ,0 
2022,중구,71 ,56 ,21 ,18 ,11 ,0 ,3 ,4 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 
2022,중구,72 ,63 ,16 ,18 ,15 ,2 ,3 ,6 ,0 ,1 ,3 ,2 ,1 ,0 ,0 ,0 
2022,중구,73 ,58 ,16 ,18 ,16 ,2 ,2 ,3 ,0 ,2 ,1 ,2 ,1 ,0 ,0 ,0 
2022,중구,74 ,77 ,32 ,17 ,12 ,0 ,2 ,2 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 
2022,중구,75 ,71 ,31 ,26 ,20 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
2022,중구,76 ,63 ,25 ,16 ,15 ,0 ,1 ,7 ,0 ,3 ,4 ,2 ,1 ,0 ,0 ,1 
2022,중구,77 ,65 ,31 ,13 ,20 ,1 ,1 ,6 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 
2022,중구,78 ,61 ,23 ,26 ,13 ,0 ,0 ,5 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
